1002,YER061C,0.965784939,1003,YER074W
5881,YJL003W,0.957251102,5882,YJL005W
5882,YJL005W,0.930356605,5883,YFL039C
5887,YBR181C,0.948612258,5889,YFL039C
5888,YJR009C,0.918920247,5889,YFL039C
588,YGL173C,0.974316636,589,YGL187C
588,YGL173C,0.968545839,590,YGL189C
588,YGL173C,0.995076915,591,YGL191W
588,YGL173C,0.979684511,592,YGL193C
588,YGL173C,0.900467874,593,YGL195W
588,YGL173C,0.991527656,594,YGL197W
588,YGL173C,0.922881069,595,YGL211W
588,YGL173C,0.949470108,596,YGL213C
588,YGL173C,0.949445392,597,YGL215W
588,YGL173C,0.985441951,599,YGL219C
588,YGL173C,0.975631661,600,YGL221C
588,YGL173C,0.984480213,602,YGR250C
588,YGL173C,0.944947181,603,YGR252W
588,YGL173C,0.937776946,604,YGR254W
588,YGL173C,0.979788946,605,YGR256W
5893,YBR181C,0.882334921,5894,YJR009C
5893,YBR181C,0.964346389,5895,YFL039C
5893,YBR181C,0.949154232,5897,YLL026W
5894,YJR009C,0.888179854,5895,YFL039C
5895,YFL039C,0.981974038,5897,YLL026W
5899,YBR181C,0.875868128,5900,YJR009C
5899,YBR181C,0.965517078,5901,YFL039C
5899,YBR181C,0.942949928,5902,YIL115C
5899,YBR181C,0.970997069,5903,YLL026W
589,YGL187C,0.965289055,590,YGL189C
589,YGL187C,0.979335463,591,YGL191W
589,YGL187C,0.967952154,592,YGL193C
589,YGL187C,0.873895569,593,YGL195W
589,YGL187C,0.980706508,594,YGL197W
589,YGL187C,0.936836656,595,YGL211W
589,YGL187C,0.925333763,596,YGL213C
589,YGL187C,0.939145366,597,YGL215W
589,YGL187C,0.972389381,599,YGL219C
589,YGL187C,0.954588804,600,YGL221C
589,YGL187C,0.986755042,602,YGR250C
589,YGL187C,0.937263296,603,YGR252W
589,YGL187C,0.981076766,604,YGR254W
589,YGL187C,0.974138256,605,YGR256W
58,YBR253W,0.933303024,60,YBR257W
58,YBR253W,0.978424108,63,YBR275C
5900,YJR009C,0.956412959,5901,YFL039C
5901,YFL039C,0.896476988,5902,YIL115C
5901,YFL039C,0.940497506,5903,YLL026W
5902,YIL115C,0.929569919,5903,YLL026W
5905,YBR181C,0.888771001,5906,YJR009C
5905,YBR181C,0.876870321,5907,YJR084W
590,YGL189C,0.963638795,591,YGL191W
590,YGL189C,0.962638498,592,YGL193C
590,YGL189C,0.925092787,593,YGL195W
590,YGL189C,0.952300070,594,YGL197W
590,YGL189C,0.939398389,596,YGL213C
590,YGL189C,0.878085207,597,YGL215W
590,YGL189C,0.958507479,599,YGL219C
590,YGL189C,0.972950409,600,YGL221C
590,YGL189C,0.958944592,602,YGR250C
590,YGL189C,0.925510792,603,YGR252W
590,YGL189C,0.938242851,604,YGR254W
590,YGL189C,0.962962959,605,YGR256W
5919,YJR131W,0.881866323,5920,YJR133W
591,YGL191W,0.980013553,592,YGL193C
591,YGL191W,0.912954694,593,YGL195W
591,YGL191W,0.996873496,594,YGL197W
591,YGL191W,0.948030906,595,YGL211W
591,YGL191W,0.939198799,596,YGL213C
591,YGL191W,0.948257972,597,YGL215W
591,YGL191W,0.988162117,599,YGL219C
591,YGL191W,0.973812357,600,YGL221C
591,YGL191W,0.986440146,602,YGR250C
591,YGL191W,0.961069351,603,YGR252W
591,YGL191W,0.943932557,604,YGR254W
591,YGL191W,0.969136986,605,YGR256W
5929,YJR162C,0.941653597,5934,YKR080W
592,YGL193C,0.888730624,593,YGL195W
592,YGL193C,0.973766893,594,YGL197W
592,YGL193C,0.903355108,595,YGL211W
592,YGL193C,0.894319556,596,YGL213C
592,YGL193C,0.912337025,597,YGL215W
592,YGL193C,0.960294753,599,YGL219C
592,YGL193C,0.972908661,600,YGL221C
592,YGL193C,0.874939804,601,YGR248W
592,YGL193C,0.961860674,602,YGR250C
592,YGL193C,0.958687328,603,YGR252W
592,YGL193C,0.922873323,604,YGR254W
592,YGL193C,0.949534925,605,YGR256W
5930,YKL002W,0.955088602,5931,YKR074W
5930,YKL002W,0.917464657,5932,YKR076W
5930,YKL002W,0.903674162,5934,YKR080W
5931,YKR074W,0.931553640,5932,YKR076W
5931,YKR074W,0.906099844,5934,YKR080W
5936,YKR084C,0.910458171,5937,YKR098C
593,YGL195W,0.893439962,594,YGL197W
593,YGL195W,0.900531301,599,YGL219C
593,YGL195W,0.948536132,600,YGL221C
593,YGL195W,0.884216348,602,YGR250C
593,YGL195W,0.950262875,603,YGR252W
593,YGL195W,0.874159575,605,YGR256W
5943,YLL016W,0.893796095,5944,YLL018C
5943,YLL016W,0.908212865,5945,YLL019C
5943,YLL016W,0.908180045,5946,YLL021W
5943,YLL016W,0.876785506,5947,YLL023C
5943,YLL016W,0.920729909,5948,YLL025W
5943,YLL016W,0.894653875,5949,YLL039C
5943,YLL016W,0.950091449,5951,YLL043W
5944,YLL018C,0.978915023,5945,YLL019C
5944,YLL018C,0.931561603,5946,YLL021W
5944,YLL018C,0.985146789,5947,YLL023C
5944,YLL018C,0.920367434,5948,YLL025W
5944,YLL018C,0.992906987,5949,YLL039C
5944,YLL018C,0.968855742,5950,YLL041C
5944,YLL018C,0.920925293,5951,YLL043W
5944,YLL018C,0.948495877,5952,YLL045C
5945,YLL019C,0.929375894,5946,YLL021W
5945,YLL019C,0.975386057,5947,YLL023C
5945,YLL019C,0.930087329,5948,YLL025W
5945,YLL019C,0.984697450,5949,YLL039C
5945,YLL019C,0.974878978,5950,YLL041C
5945,YLL019C,0.962842649,5951,YLL043W
5945,YLL019C,0.931064416,5952,YLL045C
5946,YLL021W,0.950197076,5947,YLL023C
5946,YLL021W,0.941646462,5948,YLL025W
5946,YLL021W,0.943600828,5949,YLL039C
5946,YLL021W,0.883908751,5950,YLL041C
5946,YLL021W,0.941766963,5951,YLL043W
5946,YLL021W,0.896843307,5952,YLL045C
5947,YLL023C,0.921227446,5948,YLL025W
5947,YLL023C,0.990494903,5949,YLL039C
5947,YLL023C,0.975126579,5950,YLL041C
5947,YLL023C,0.933612422,5951,YLL043W
5947,YLL023C,0.964266334,5952,YLL045C
5948,YLL025W,0.949166203,5949,YLL039C
5948,YLL025W,0.958823963,5951,YLL043W
5948,YLL025W,0.932655404,5952,YLL045C
5949,YLL039C,0.964606431,5950,YLL041C
5949,YLL039C,0.945960802,5951,YLL043W
5949,YLL039C,0.970219414,5952,YLL045C
594,YGL197W,0.957812302,595,YGL211W
594,YGL197W,0.941718283,596,YGL213C
594,YGL197W,0.961785313,597,YGL215W
594,YGL197W,0.992432472,599,YGL219C
594,YGL197W,0.957094261,600,YGL221C
594,YGL197W,0.991245877,602,YGR250C
594,YGL197W,0.952497749,603,YGR252W
594,YGL197W,0.952408920,604,YGR254W
594,YGL197W,0.975149255,605,YGR256W
5950,YLL041C,0.906946386,5951,YLL043W
5950,YLL041C,0.923259695,5952,YLL045C
5951,YLL043W,0.914976413,5952,YLL045C
595,YGL211W,0.933123051,597,YGL215W
595,YGL211W,0.934719275,599,YGL219C
595,YGL211W,0.886164359,600,YGL221C
595,YGL211W,0.953964169,602,YGR250C
595,YGL211W,0.936892097,603,YGR252W
595,YGL211W,0.926480099,604,YGR254W
595,YGL211W,0.900224436,605,YGR256W
5966,YLR310C,0.975242006,5967,YLR323C
5967,YLR323C,0.890263891,5969,YLR327C
5968,YLR325C,0.955602130,5969,YLR327C
596,YGL213C,0.944465375,597,YGL215W
596,YGL213C,0.957940513,599,YGL219C
596,YGL213C,0.888758826,600,YGL221C
596,YGL213C,0.959279730,602,YGR250C
596,YGL213C,0.894472905,604,YGR254W
596,YGL213C,0.953033375,605,YGR256W
5977,YLR355C,0.948518576,5980,YMR046C
5978,YLR357W,0.885215862,5979,YMR044W
5979,YMR044W,0.914667703,5980,YMR046C
597,YGL215W,0.948544644,599,YGL219C
597,YGL215W,0.965048814,602,YGR250C
597,YGL215W,0.897110340,604,YGR254W
597,YGL215W,0.936021505,605,YGR256W
5988,YMR072W,0.937537763,5991,YMR088C
5988,YMR072W,0.991458780,5992,YMR090W
5988,YMR072W,0.899325785,5993,YMR092C
5988,YMR072W,0.956575354,5995,YMR096W
5989,YMR074C,0.877393861,5993,YMR092C
5991,YMR088C,0.938466538,5992,YMR090W
5991,YMR088C,0.926914170,5993,YMR092C
5991,YMR088C,0.885186699,5995,YMR096W
5992,YMR090W,0.966164883,5995,YMR096W
5998,YMR114C,0.872532189,5999,YMR116C
5998,YMR114C,0.939448034,6000,YMR118C
5998,YMR114C,0.923729608,6002,YMR121C
5999,YMR116C,0.887334884,6000,YMR118C
5999,YMR116C,0.915155623,6002,YMR121C
599,YGL219C,0.948147922,600,YGL221C
599,YGL219C,0.884133224,601,YGR248W
599,YGL219C,0.988434432,602,YGR250C
599,YGL219C,0.941785363,603,YGR252W
599,YGL219C,0.952801601,604,YGR254W
599,YGL219C,0.982687081,605,YGR256W
59,YBR255W,0.926041706,61,YBR271W
5,YPR151C,0.933831571,6,YPR153W
5,YPR151C,0.877126730,7,YPR163C
5,YPR151C,0.967378154,8,YPR165W
5,YPR151C,0.966587157,10,YPR169W
6000,YMR118C,0.915688151,6002,YMR121C
6007,YNL090W,0.910778746,6008,YNL092W
6007,YNL090W,0.930640828,6009,YNL106C
6008,YNL092W,0.899343693,6009,YNL106C
6008,YNL092W,0.875678186,6010,YNL108C
6009,YNL106C,0.925150541,6010,YNL108C
600,YGL221C,0.947196482,602,YGR250C
600,YGL221C,0.964616643,603,YGR252W
600,YGL221C,0.922745056,604,YGR254W
600,YGL221C,0.945353920,605,YGR256W
6014,YNL116W,0.955918731,6015,YNL130C
6017,YNL134C,0.926201593,6018,YNL136W
6017,YNL134C,0.914995768,6019,YNL138W
6017,YNL134C,0.895778855,6021,YNL154C
6017,YNL134C,0.985719265,6022,YNL156C
6017,YNL134C,0.897213579,6024,YNL160W
6017,YNL134C,0.963134194,6025,YNL162W
6017,YNL134C,0.961437141,6026,YNL164C
6018,YNL136W,0.915487020,6019,YNL138W
6018,YNL136W,0.895720582,6020,YNL140C
6018,YNL136W,0.883871285,6021,YNL154C
6018,YNL136W,0.909095262,6022,YNL156C
6018,YNL136W,0.873654932,6025,YNL162W
6018,YNL136W,0.944075517,6026,YNL164C
6019,YNL138W,0.972500711,6021,YNL154C
6019,YNL138W,0.903821978,6022,YNL156C
6019,YNL138W,0.901968440,6024,YNL160W
6019,YNL138W,0.898744162,6025,YNL162W
6019,YNL138W,0.969410343,6026,YNL164C
601,YGR248W,0.889006218,602,YGR250C
601,YGR248W,0.889794212,605,YGR256W
6021,YNL154C,0.892344624,6025,YNL162W
6021,YNL154C,0.970590170,6026,YNL164C
6022,YNL156C,0.910988843,6024,YNL160W
6022,YNL156C,0.947218892,6025,YNL162W
6022,YNL156C,0.933919509,6026,YNL164C
6024,YNL160W,0.910269598,6026,YNL164C
6025,YNL162W,0.941224583,6026,YNL164C
6028,YOL048C,0.900688413,6029,YOL050C
602,YGR250C,0.942413301,603,YGR252W
602,YGR250C,0.968889932,604,YGR254W
602,YGR250C,0.982862686,605,YGR256W
603,YGR252W,0.920021455,604,YGR254W
603,YGR252W,0.910952025,605,YGR256W
6048,YOL121C,0.930046572,6049,YOL123W
6048,YOL121C,0.878237000,6051,YOR256C
6048,YOL121C,0.977502758,6052,YOR258W
6048,YOL121C,0.972637503,6053,YOR260W
6048,YOL121C,0.874585401,6054,YOR262W
6048,YOL121C,0.966051856,6055,YOR264W
6048,YOL121C,0.885116958,6056,YOR266W
6049,YOL123W,0.918725982,6052,YOR258W
6049,YOL123W,0.958675187,6053,YOR260W
6049,YOL123W,0.908354290,6055,YOR264W
604,YGR254W,0.968859884,605,YGR256W
6050,YOL125W,0.891403981,6052,YOR258W
6050,YOL125W,0.944623717,6054,YOR262W
6051,YOR256C,0.904575241,6052,YOR258W
6051,YOR256C,0.889599997,6053,YOR260W
6051,YOR256C,0.919618219,6055,YOR264W
6052,YOR258W,0.965960338,6053,YOR260W
6052,YOR258W,0.919715683,6054,YOR262W
6052,YOR258W,0.968222401,6055,YOR264W
6052,YOR258W,0.945353010,6056,YOR266W
6053,YOR260W,0.935545723,6055,YOR264W
6053,YOR260W,0.890620014,6056,YOR266W
6054,YOR262W,0.898870017,6055,YOR264W
6054,YOR262W,0.930807474,6056,YOR266W
6055,YOR264W,0.903078526,6056,YOR266W
6068,YOR312C,0.889185407,6069,YOR326W
6068,YOR312C,0.904251442,6070,YOR328W
6068,YOR312C,0.893257161,6072,YOR332W
6069,YOR326W,0.992146395,6070,YOR328W
6069,YOR326W,0.911600252,6071,YOR330C
6069,YOR326W,0.979783516,6072,YOR332W
6070,YOR328W,0.888378511,6071,YOR330C
6070,YOR328W,0.994046184,6072,YOR332W
6071,YOR330C,0.884110805,6072,YOR332W
6074,YOR336W,0.971062053,6075,YPL240C
6074,YOR336W,0.899011715,6076,YPL242C
6078,YPL246C,0.941442426,6081,YPL261C
6080,YPL249C-A,0.874523813,6081,YPL261C
6085,YPL269W,0.902920106,6086,YPL271W
6086,YPL271W,0.929338380,6087,YPR002C-A
6086,YPL271W,0.912123464,6088,YPR003C
6087,YPR002C-A,0.918096378,6088,YPR003C
6088,YPR003C,0.962386220,6089,YPR005C
608,YGR274C,0.875887153,609,YGR276C
608,YGR274C,0.874988272,617,YHL008C
6093,YPR025C,0.887132116,6095,YPR029C
6093,YPR025C,0.943276864,6096,YPR031W
609,YGR276C,0.970839238,610,YGR278W
609,YGR276C,0.926271710,611,YGR280C
609,YGR276C,0.968360066,612,YGR282C
609,YGR276C,0.976305016,613,YGR296W
609,YGR276C,0.922761520,614,YHL002W
609,YGR276C,0.929047123,616,YHL006C
609,YGR276C,0.966978142,617,YHL008C
60,YBR257W,0.898067956,63,YBR275C
6105,YPR061C,0.897567062,6106,YPR063C
6105,YPR061C,0.935454809,6108,YPR067W
6105,YPR061C,0.895099301,6109,YPR069C
6106,YPR063C,0.924376183,6109,YPR069C
610,YGR278W,0.892749420,611,YGR280C
610,YGR278W,0.963616889,612,YGR282C
610,YGR278W,0.977584852,613,YGR296W
610,YGR278W,0.950569045,614,YHL002W
610,YGR278W,0.951127376,616,YHL006C
610,YGR278W,0.933285910,617,YHL008C
611,YGR280C,0.933459578,612,YGR282C
611,YGR280C,0.928283958,613,YGR296W
611,YGR280C,0.928907955,614,YHL002W
611,YGR280C,0.889574542,615,YHL004W
611,YGR280C,0.878685768,616,YHL006C
611,YGR280C,0.937470627,617,YHL008C
6123,YPR133C,0.976194666,6124,YPR134W
612,YGR282C,0.977290765,613,YGR296W
612,YGR282C,0.921055319,614,YHL002W
612,YGR282C,0.883320850,616,YHL006C
612,YGR282C,0.927913414,617,YHL008C
613,YGR296W,0.923187175,614,YHL002W
613,YGR296W,0.918984568,616,YHL006C
613,YGR296W,0.961698829,617,YHL008C
6146,YAL042W,0.875743214,6150,YAL063C
6146,YAL042W,0.883396675,6152,YAL065C
6149,YAL061W,0.920910202,6150,YAL063C
6149,YAL061W,0.913803874,6153,YBR139W
614,YHL002W,0.937191535,615,YHL004W
614,YHL002W,0.915867311,616,YHL006C
614,YHL002W,0.906415120,617,YHL008C
6150,YAL063C,0.900252975,6153,YBR139W
6157,YBR147W,0.892324521,6158,YBR149W
6157,YBR147W,0.941684480,6159,YBR162W-A
6158,YBR149W,0.904684119,6159,YBR162W-A
6162,YBR168W,0.960465142,6163,YBR170C
6168,YBR192W,0.940272090,6171,YBR210W
616,YHL006C,0.903112404,617,YHL008C
6170,YBR196C,0.950064766,6172,YBR212W
6170,YBR196C,0.948812846,6173,YBR214W
6172,YBR212W,0.987101022,6173,YBR214W
6177,YDL045W-A,0.929951398,6179,YDL049C
6177,YDL045W-A,0.935118958,6180,YDL051W
6177,YDL045W-A,0.894941657,6181,YDL053C
6179,YDL049C,0.936474941,6180,YDL051W
6179,YDL049C,0.922819238,6181,YDL053C
6180,YDL051W,0.939473545,6181,YDL053C
6190,YDL095W,0.907469230,6191,YDL097C
6190,YDL095W,0.903972245,6192,YDL099W
6191,YDL097C,0.966382410,6192,YDL099W
6198,YDL123W,0.893524339,6200,YDL127W
6202,YDR174W,0.979836164,6204,YDR178W
6212,YDR205W,0.926851537,6215,YDR219C
6217,YDR223W,0.933144089,6218,YDR225W
6224,YDR249C,0.917747381,6225,YDR540C
6235,YEL025C,0.890417251,6238,YEL043W
6237,YEL041W,0.909246730,6238,YEL043W
623,YHL030W,0.924324662,624,YHL032C
623,YHL030W,0.895894781,625,YIL050W
623,YHL030W,0.882774307,626,YIL052C
624,YHL032C,0.935997645,625,YIL050W
624,YHL032C,0.924604458,626,YIL052C
6259,YFR047C,0.967565202,6260,YFR049W
6259,YFR047C,0.954057761,6263,YGL010W
625,YIL050W,0.970361460,626,YIL052C
6260,YFR049W,0.909055201,6261,YGL006W
6260,YFR049W,0.985747264,6263,YGL010W
6261,YGL006W,0.897847349,6262,YGL008C
6270,YGL036W,0.948528403,6273,YGR074W
6270,YGL036W,0.960028491,6275,YGR078C
6270,YGL036W,0.950650282,6276,YGR080W
6270,YGL036W,0.881725916,6277,YGR082W
6270,YGL036W,0.905808969,6279,YGR098C
6270,YGL036W,0.890034652,6281,YGR102C
6271,YGL038C,0.939761993,6272,YGL040C
6273,YGR074W,0.947587663,6275,YGR078C
6273,YGR074W,0.930116885,6276,YGR080W
6273,YGR074W,0.907271159,6279,YGR098C
6273,YGR074W,0.923508028,6280,YGR100W
6273,YGR074W,0.887717094,6281,YGR102C
6275,YGR078C,0.995109911,6276,YGR080W
6275,YGR078C,0.942589066,6279,YGR098C
6275,YGR078C,0.899795983,6280,YGR100W
6275,YGR078C,0.929082233,6281,YGR102C
6276,YGR080W,0.924721919,6279,YGR098C
6276,YGR080W,0.894838562,6280,YGR100W
6276,YGR080W,0.909617965,6281,YGR102C
6277,YGR082W,0.895280495,6279,YGR098C
6277,YGR082W,0.901657601,6281,YGR102C
6279,YGR098C,0.901398812,6280,YGR100W
6279,YGR098C,0.989387113,6281,YGR102C
6280,YGR100W,0.890139061,6281,YGR102C
628,YIL056W,0.874768082,629,YIL058W
6290,YGR129W,0.914167196,6291,YGR143W
6290,YGR129W,0.917253784,6293,YGR147C
6291,YGR143W,0.966066027,6293,YGR147C
6296,YGR153W,0.961563272,6297,YHR096C
6296,YGR153W,0.892181813,6298,YHR098C
6301,YHR104W,0.905155385,6302,YHR106W
632,YIL076W,0.886187734,635,YIL082W-A
633,YIL078W,0.966040463,634,YIL080W
633,YIL078W,0.944249126,635,YIL082W-A
6346,YJL033W,0.950707464,6348,YJL037W
6346,YJL033W,0.962864479,6349,YJL039C
6348,YJL037W,0.915719822,6349,YJL039C
6348,YJL037W,0.903422974,6350,YJL042W
6349,YJL039C,0.922935135,6350,YJL042W
6349,YJL039C,0.910315204,6351,YJL056C
634,YIL080W,0.975970150,635,YIL082W-A
6354,YJL062W,0.901292197,6356,YJL066C
6355,YJL064W,0.927383134,6356,YJL066C
6371,YKL031W,0.892159141,6373,YKL034W
6371,YKL031W,0.875567829,6376,YKL052C
6379,YKL057C,0.887401312,6382,YKL075C
6379,YKL057C,0.908255025,6383,YKL077W
637,YIL098C,0.938181766,638,YIL100W
6380,YKL059C,0.959007733,6381,YKL073W
6380,YKL059C,0.906061913,6382,YKL075C
6380,YKL059C,0.955332226,6383,YKL077W
6381,YKL073W,0.888871380,6382,YKL075C
6381,YKL073W,0.958237659,6383,YKL077W
6382,YKL075C,0.960278007,6383,YKL077W
6385,YKL081W,0.928507019,6387,YKL096W-A
6385,YKL081W,0.965026102,6388,YKL098W
6387,YKL096W-A,0.890230838,6388,YKL098W
6391,YKL104C,0.951345722,6392,YKL106W
6399,YLR032W,0.886827177,6403,YLR039C
6401,YLR035C-A,0.914803679,6403,YLR039C
6405,YLR055C,0.915996166,6408,YLR061W
6410,YLR065C,0.875246742,6411,YLR079W
6410,YLR065C,0.899260952,6412,YLR081W
6411,YLR079W,0.981467352,6412,YLR081W
641,YIL106W,0.946958713,642,YIL108W
641,YIL106W,0.965052855,643,YIL122W
641,YIL106W,0.948043244,644,YIL124W
641,YIL106W,0.926603410,645,YIL126W
642,YIL108W,0.955135308,643,YIL122W
642,YIL108W,0.950288814,644,YIL124W
642,YIL108W,0.972671796,645,YIL126W
643,YIL122W,0.978235806,644,YIL124W
643,YIL122W,0.938675270,645,YIL126W
6441,YMR146C,0.901101729,6443,YMR150C
6441,YMR146C,0.956941912,6448,YMR169C
6441,YMR146C,0.877208636,6449,YMR171C
6441,YMR146C,0.911268952,6451,YMR173W-A
6441,YMR146C,0.929627458,6454,YMR191W
6441,YMR146C,0.894777394,6455,YMR193C-A
6442,YMR148W,0.978861138,6443,YMR150C
6442,YMR148W,0.960181133,6445,YMR153W
6442,YMR148W,0.986340617,6446,YMR155W
6442,YMR148W,0.900201807,6448,YMR169C
6442,YMR148W,0.902248808,6449,YMR171C
6442,YMR148W,0.935970730,6450,YMR172W
6442,YMR148W,0.947646260,6451,YMR173W-A
6442,YMR148W,0.980389452,6453,YMR189W
6442,YMR148W,0.888423894,6454,YMR191W
6442,YMR148W,0.934795689,6455,YMR193C-A
6442,YMR148W,0.905199637,6456,YMR194C-A
6442,YMR148W,0.935995470,6459,YMR211W
6443,YMR150C,0.976210001,6445,YMR153W
6443,YMR150C,0.975538520,6446,YMR155W
6443,YMR150C,0.925047574,6448,YMR169C
6443,YMR150C,0.903336937,6449,YMR171C
6443,YMR150C,0.886394167,6450,YMR172W
6443,YMR150C,0.967950801,6451,YMR173W-A
6443,YMR150C,0.967708066,6453,YMR189W
6443,YMR150C,0.915642820,6454,YMR191W
6443,YMR150C,0.935693409,6455,YMR193C-A
6443,YMR150C,0.898464934,6456,YMR194C-A
6443,YMR150C,0.912311021,6457,YMR195W
6443,YMR150C,0.942112679,6459,YMR211W
6444,YMR152W,0.903430013,6450,YMR172W
6444,YMR152W,0.961893930,6456,YMR194C-A
6445,YMR153W,0.957699786,6446,YMR155W
6445,YMR153W,0.915616255,6449,YMR171C
6445,YMR153W,0.937752722,6451,YMR173W-A
6445,YMR153W,0.963334297,6453,YMR189W
6445,YMR153W,0.897334049,6454,YMR191W
6445,YMR153W,0.925003150,6455,YMR193C-A
6445,YMR153W,0.886599331,6456,YMR194C-A
6445,YMR153W,0.901268168,6457,YMR195W
6445,YMR153W,0.912391865,6459,YMR211W
6446,YMR155W,0.927291882,6448,YMR169C
6446,YMR155W,0.930102461,6449,YMR171C
6446,YMR155W,0.944587737,6450,YMR172W
6446,YMR155W,0.969892608,6451,YMR173W-A
6446,YMR155W,0.991233540,6453,YMR189W
6446,YMR155W,0.928376267,6454,YMR191W
6446,YMR155W,0.964695982,6455,YMR193C-A
6446,YMR155W,0.922613747,6456,YMR194C-A
6446,YMR155W,0.880925252,6458,YMR197C
6446,YMR155W,0.890045201,6459,YMR211W
6448,YMR169C,0.934363836,6449,YMR171C
6448,YMR169C,0.883491802,6450,YMR172W
6448,YMR169C,0.976708930,6451,YMR173W-A
6448,YMR169C,0.951785285,6452,YMR175W
6448,YMR169C,0.918923736,6453,YMR189W
6448,YMR169C,0.964714325,6454,YMR191W
6448,YMR169C,0.955207143,6455,YMR193C-A
6448,YMR169C,0.881660832,6456,YMR194C-A
6448,YMR169C,0.899007402,6457,YMR195W
6448,YMR169C,0.949829155,6458,YMR197C
6449,YMR171C,0.947532649,6451,YMR173W-A
6449,YMR171C,0.948808411,6452,YMR175W
6449,YMR171C,0.944663778,6453,YMR189W
6449,YMR171C,0.952643341,6454,YMR191W
6449,YMR171C,0.975516652,6455,YMR193C-A
6449,YMR171C,0.884788017,6457,YMR195W
6449,YMR171C,0.966794612,6458,YMR197C
644,YIL124W,0.950114924,645,YIL126W
6450,YMR172W,0.885389525,6451,YMR173W-A
6450,YMR172W,0.932449741,6453,YMR189W
6450,YMR172W,0.927621744,6455,YMR193C-A
6450,YMR172W,0.943046155,6456,YMR194C-A
6451,YMR173W-A,0.936861017,6452,YMR175W
6451,YMR173W-A,0.964751085,6453,YMR189W
6451,YMR173W-A,0.960690052,6454,YMR191W
6451,YMR173W-A,0.963454687,6455,YMR193C-A
6451,YMR173W-A,0.883743263,6456,YMR194C-A
6451,YMR173W-A,0.928893293,6457,YMR195W
6451,YMR173W-A,0.929785437,6458,YMR197C
6452,YMR175W,0.956478648,6454,YMR191W
6452,YMR175W,0.936923063,6455,YMR193C-A
6452,YMR175W,0.886708162,6457,YMR195W
6452,YMR175W,0.984673538,6458,YMR197C
6453,YMR189W,0.908905076,6454,YMR191W
6453,YMR189W,0.960769141,6455,YMR193C-A
6453,YMR189W,0.922866717,6456,YMR194C-A
6453,YMR189W,0.889801782,6458,YMR197C
6453,YMR189W,0.874359573,6459,YMR211W
6454,YMR191W,0.965740930,6455,YMR193C-A
6454,YMR191W,0.923384364,6457,YMR195W
6454,YMR191W,0.951874437,6458,YMR197C
6455,YMR193C-A,0.936877551,6456,YMR194C-A
6455,YMR193C-A,0.884978765,6457,YMR195W
6455,YMR193C-A,0.956026370,6458,YMR197C
6463,YMR219W,0.895815537,6466,YNL192W
6463,YMR219W,0.886221978,6467,YNL194C
6464,YMR221C,0.943936669,6465,YNL190W
6464,YMR221C,0.962782158,6467,YNL194C
6465,YNL190W,0.959839801,6467,YNL194C
6466,YNL192W,0.887458409,6467,YNL194C
6471,YNL214W,0.957947634,6472,YNL216W
6478,YNL240C,0.909282478,6479,YNL242W
6479,YNL242W,0.963042998,6480,YNL244C
6505,YOR040W,0.932598310,6506,YOR042W
6505,YOR040W,0.920597297,6507,YOR056C
6510,YOR062C,0.876315046,6515,YOR364W
6510,YOR062C,0.926467230,6517,YOR368W
6510,YOR062C,0.877962843,6521,YOR388C
6510,YOR062C,0.930259138,6523,YOR392W
6510,YOR062C,0.891525348,6524,YOR394W
6510,YOR062C,0.925051600,6535,YPL046C
6511,YOR064C,0.909566453,6518,YOR370C
6511,YOR064C,0.920950007,6525,YPL014W
6511,YOR064C,0.891034372,6529,YPL022W
6511,YOR064C,0.890024116,6530,YPL024W
6511,YOR064C,0.878850622,6531,YPL038W
6513,YOR360C,0.977443402,6514,YOR362C
6513,YOR360C,0.973392693,6516,YOR366W
6513,YOR360C,0.902764281,6517,YOR368W
6513,YOR360C,0.909304549,6518,YOR370C
6513,YOR360C,0.925811840,6519,YOR384W
6513,YOR360C,0.963847339,6520,YOR386W
6513,YOR360C,0.879966442,6521,YOR388C
6513,YOR360C,0.911516287,6523,YOR392W
6513,YOR360C,0.930733133,6524,YOR394W
6513,YOR360C,0.936692632,6530,YPL024W
6513,YOR360C,0.960989023,6531,YPL038W
6513,YOR360C,0.907883274,6532,YPL040C
6513,YOR360C,0.925119077,6534,YPL044C
6513,YOR360C,0.948632389,6536,YPL048W
6514,YOR362C,0.992745936,6516,YOR366W
6514,YOR362C,0.922340703,6517,YOR368W
6514,YOR362C,0.964437348,6518,YOR370C
6514,YOR362C,0.962106787,6519,YOR384W
6514,YOR362C,0.996461531,6520,YOR386W
6514,YOR362C,0.892134724,6521,YOR388C
6514,YOR362C,0.926179787,6523,YOR392W
6514,YOR362C,0.948684089,6524,YOR394W
6514,YOR362C,0.902682622,6525,YPL014W
6514,YOR362C,0.978082702,6530,YPL024W
6514,YOR362C,0.985061331,6531,YPL038W
6514,YOR362C,0.944714090,6532,YPL040C
6514,YOR362C,0.955873970,6534,YPL044C
6514,YOR362C,0.978028562,6536,YPL048W
6515,YOR364W,0.938168887,6517,YOR368W
6515,YOR364W,0.911292326,6519,YOR384W
6515,YOR364W,0.913757843,6521,YOR388C
6515,YOR364W,0.888334271,6522,YOR390W
6515,YOR364W,0.925906551,6523,YOR392W
6515,YOR364W,0.914047325,6524,YOR394W
6515,YOR364W,0.950926381,6525,YPL014W
6515,YOR364W,0.934357742,6526,YPL016W
